r,trial,input_variance,key_noise_variance,dense_zero_padded_avg_variance,compact_omitted_zero_avg_variance,compact_over_dense,status
2,0,1.000000,0.010000,16.696666666667,16.690000000000,0.999600718706,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,1,1.000000,0.010000,9.030000000000,9.023333333333,0.999261720192,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,2,1.000000,0.010000,7.030000000000,7.023333333333,0.999051683262,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,3,1.000000,0.010000,12.363333333333,12.356666666667,0.999460771097,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,4,1.000000,0.010000,12.363333333333,12.356666666667,0.999460771097,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,5,1.000000,0.010000,8.696666666667,8.690000000000,0.999233422767,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,6,1.000000,0.010000,16.696666666667,16.690000000000,0.999600718706,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,7,1.000000,0.010000,9.030000000000,9.023333333333,0.999261720192,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,8,1.000000,0.010000,16.030000000000,16.023333333333,0.999584113121,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,9,1.000000,0.010000,8.030000000000,8.023333333333,0.999169779992,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,10,1.000000,0.010000,7.030000000000,7.023333333333,0.999051683262,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,11,1.000000,0.010000,12.696666666667,12.690000000000,0.999474927803,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,12,1.000000,0.010000,10.696666666667,10.690000000000,0.999376752883,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,13,1.000000,0.010000,16.030000000000,16.023333333333,0.999584113121,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,14,1.000000,0.010000,8.030000000000,8.023333333333,0.999169779992,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,15,1.000000,0.010000,12.363333333333,12.356666666667,0.999460771097,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,16,1.000000,0.010000,11.363333333333,11.356666666667,0.999413317688,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,17,1.000000,0.010000,13.363333333333,13.356666666667,0.999501122474,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,18,1.000000,0.010000,12.363333333333,12.356666666667,0.999460771097,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,19,1.000000,0.010000,13.030000000000,13.023333333333,0.999488360194,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,20,1.000000,0.010000,14.363333333333,14.356666666667,0.999535855187,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,21,1.000000,0.010000,18.363333333333,18.356666666667,0.999636957706,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,22,1.000000,0.010000,8.363333333333,8.356666666667,0.999202869669,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,23,1.000000,0.010000,8.696666666667,8.690000000000,0.999233422767,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,24,1.000000,0.010000,18.363333333333,18.356666666667,0.999636957706,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,25,1.000000,0.010000,8.696666666667,8.690000000000,0.999233422767,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,26,1.000000,0.010000,15.030000000000,15.023333333333,0.999556442670,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,27,1.000000,0.010000,11.363333333333,11.356666666667,0.999413317688,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,28,1.000000,0.010000,12.696666666667,12.690000000000,0.999474927803,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,29,1.000000,0.010000,10.030000000000,10.023333333333,0.999335327351,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,30,1.000000,0.010000,7.696666666667,7.690000000000,0.999133824166,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,31,1.000000,0.010000,13.030000000000,13.023333333333,0.999488360194,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,32,1.000000,0.010000,13.363333333333,13.356666666667,0.999501122474,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,33,1.000000,0.010000,9.696666666667,9.690000000000,0.999312478515,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,34,1.000000,0.010000,13.363333333333,13.356666666667,0.999501122474,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,35,1.000000,0.010000,10.696666666667,10.690000000000,0.999376752883,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,36,1.000000,0.010000,11.696666666667,11.690000000000,0.999430037048,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,37,1.000000,0.010000,16.696666666667,16.690000000000,0.999600718706,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,38,1.000000,0.010000,8.696666666667,8.690000000000,0.999233422767,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
2,39,1.000000,0.010000,10.030000000000,10.023333333333,0.999335327351,PASS_NOISE_TOY_COMPACT_LE_DENSE_ZERO_PADDED
