r,seed,status,points,pvw_failures,scalar_failures,pair_failures,pvw_log2_sigma_torus,scalar_log2_sigma_torus,pair_log2_sigma_torus,pvw_minus_scalar_log2,max_allowed_log2_gap,source_log
2,6863025,Pass,8192,0,0,0,-7.674,-7.688,-7.163,0.014,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r2_seeds20/r2/seed_6863025.log
2,6863026,Pass,8192,0,0,0,-7.866,-7.745,-7.346,-0.121,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r2_seeds20/r2/seed_6863026.log
2,6863027,Pass,8192,0,0,0,-7.833,-7.660,-7.335,-0.172,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r2_seeds20/r2/seed_6863027.log
2,6863028,Pass,8192,0,0,0,-7.863,-7.555,-7.178,-0.308,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r2_seeds20/r2/seed_6863028.log
2,6863029,Pass,8192,0,0,0,-7.747,-7.447,-6.942,-0.301,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r2_seeds20/r2/seed_6863029.log
2,6863030,Pass,8192,0,0,0,-7.642,-7.584,-7.073,-0.059,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r2_seeds20/r2/seed_6863030.log
2,6863031,Pass,8192,0,0,0,-7.343,-7.886,-7.259,0.543,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r2_seeds20/r2/seed_6863031.log
2,6863032,Pass,8192,0,0,0,-7.689,-7.884,-7.301,0.195,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r2_seeds20/r2/seed_6863032.log
2,6863033,Pass,8192,0,0,0,-7.226,-7.472,-6.523,0.246,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r2_seeds20/r2/seed_6863033.log
2,6863034,Pass,8192,0,0,0,-7.991,-7.791,-7.377,-0.200,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r2_seeds20/r2/seed_6863034.log
2,6863035,Pass,8192,0,0,0,-7.187,-7.418,-6.867,0.231,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r2_seeds20/r2/seed_6863035.log
2,6863036,Pass,8192,0,0,0,-7.492,-7.487,-7.182,-0.005,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r2_seeds20/r2/seed_6863036.log
2,6863037,Pass,8192,0,0,0,-8.007,-7.896,-7.521,-0.111,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r2_seeds20/r2/seed_6863037.log
2,6863038,Pass,8192,0,0,0,-7.787,-7.416,-7.044,-0.371,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r2_seeds20/r2/seed_6863038.log
2,6863039,Pass,8192,0,0,0,-7.751,-7.612,-7.468,-0.139,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r2_seeds20/r2/seed_6863039.log
2,6863040,Pass,8192,0,0,0,-7.974,-7.412,-7.175,-0.562,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r2_seeds20/r2/seed_6863040.log
2,6863041,Pass,8192,0,0,0,-7.106,-7.771,-6.737,0.665,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r2_seeds20/r2/seed_6863041.log
2,6863042,Pass,8192,0,0,0,-7.923,-7.502,-7.091,-0.421,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r2_seeds20/r2/seed_6863042.log
2,6863043,Pass,8192,0,0,0,-7.767,-7.562,-7.166,-0.205,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r2_seeds20/r2/seed_6863043.log
2,6863044,Pass,8192,0,0,0,-7.662,-7.916,-7.283,0.254,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r2_seeds20/r2/seed_6863044.log
