r,seed,status,points,pvw_failures,scalar_failures,pair_failures,pvw_log2_sigma_torus,scalar_log2_sigma_torus,pair_log2_sigma_torus,pvw_minus_scalar_log2,max_allowed_log2_gap,source_log
4,6863025,Pass,16384,0,0,0,-7.581,-7.870,-7.174,0.289,4.000,repro/stage236_set_2_3_4096_r4_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863025.log
4,6863026,Pass,16384,0,0,0,-7.737,-7.612,-7.256,-0.125,4.000,repro/stage236_set_2_3_4096_r4_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863026.log
4,6863027,Pass,16384,0,0,0,-7.564,-7.651,-7.078,0.087,4.000,repro/stage236_set_2_3_4096_r4_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863027.log
4,6863028,Pass,16384,0,0,0,-7.838,-7.535,-7.134,-0.302,4.000,repro/stage236_set_2_3_4096_r4_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863028.log
4,6863029,Pass,16384,0,0,0,-7.297,-7.704,-7.127,0.407,4.000,repro/stage236_set_2_3_4096_r4_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863029.log
4,6863030,Pass,16384,0,0,0,-7.796,-7.746,-7.300,-0.050,4.000,repro/stage236_set_2_3_4096_r4_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863030.log
4,6863031,Pass,16384,0,0,0,-7.573,-7.710,-7.208,0.138,4.000,repro/stage236_set_2_3_4096_r4_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863031.log
4,6863032,Pass,16384,0,0,0,-7.706,-7.860,-7.300,0.154,4.000,repro/stage236_set_2_3_4096_r4_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863032.log
4,6863033,Pass,16384,0,0,0,-7.954,-7.838,-7.462,-0.115,4.000,repro/stage236_set_2_3_4096_r4_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863033.log
4,6863034,Pass,16384,0,0,0,-7.637,-7.609,-7.235,-0.029,4.000,repro/stage236_set_2_3_4096_r4_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863034.log
4,6863035,Pass,16384,0,0,0,-7.213,-7.807,-6.849,0.595,4.000,repro/stage236_set_2_3_4096_r4_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863035.log
4,6863036,Pass,16384,0,0,0,-7.653,-7.767,-7.130,0.114,4.000,repro/stage236_set_2_3_4096_r4_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863036.log
4,6863037,Pass,16384,0,0,0,-7.860,-7.601,-7.204,-0.259,4.000,repro/stage236_set_2_3_4096_r4_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863037.log
4,6863038,Pass,16384,0,0,0,-7.744,-7.627,-7.063,-0.117,4.000,repro/stage236_set_2_3_4096_r4_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863038.log
4,6863039,Pass,16384,0,0,0,-7.948,-7.898,-7.438,-0.050,4.000,repro/stage236_set_2_3_4096_r4_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863039.log
4,6863040,Pass,16384,0,0,0,-7.644,-7.685,-7.220,0.040,4.000,repro/stage236_set_2_3_4096_r4_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863040.log
4,6863041,Pass,16384,0,0,0,-7.693,-7.630,-7.047,-0.063,4.000,repro/stage236_set_2_3_4096_r4_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863041.log
4,6863042,Pass,16384,0,0,0,-8.010,-7.748,-7.271,-0.262,4.000,repro/stage236_set_2_3_4096_r4_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863042.log
4,6863043,Pass,16384,0,0,0,-7.822,-7.771,-7.294,-0.051,4.000,repro/stage236_set_2_3_4096_r4_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863043.log
4,6863044,Pass,16384,0,0,0,-7.637,-7.815,-7.243,0.178,4.000,repro/stage236_set_2_3_4096_r4_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863044.log
