r,seed,status,points,pvw_failures,scalar_failures,pair_failures,pvw_log2_sigma_torus,scalar_log2_sigma_torus,pair_log2_sigma_torus,pvw_minus_scalar_log2,max_allowed_log2_gap,source_log
4,6863025,Pass,8192,0,0,0,-9.821,-9.870,-9.468,0.049,4.000,repro/stage233_set_4_5_2048_r4_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863025.log
4,6863026,Pass,8192,0,0,0,-9.965,-9.979,-9.465,0.014,4.000,repro/stage233_set_4_5_2048_r4_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863026.log
4,6863027,Pass,8192,0,0,0,-10.261,-10.174,-9.730,-0.087,4.000,repro/stage233_set_4_5_2048_r4_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863027.log
4,6863028,Pass,8192,0,0,0,-10.292,-10.115,-9.605,-0.177,4.000,repro/stage233_set_4_5_2048_r4_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863028.log
4,6863029,Pass,8192,0,0,0,-10.034,-9.961,-9.353,-0.073,4.000,repro/stage233_set_4_5_2048_r4_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863029.log
4,6863030,Pass,8192,0,0,0,-10.227,-10.150,-9.697,-0.077,4.000,repro/stage233_set_4_5_2048_r4_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863030.log
4,6863031,Pass,8192,0,0,0,-10.360,-10.134,-9.741,-0.227,4.000,repro/stage233_set_4_5_2048_r4_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863031.log
4,6863032,Pass,8192,0,0,0,-9.994,-9.885,-9.337,-0.109,4.000,repro/stage233_set_4_5_2048_r4_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863032.log
4,6863033,Pass,8192,0,0,0,-10.284,-9.806,-9.593,-0.478,4.000,repro/stage233_set_4_5_2048_r4_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863033.log
4,6863034,Pass,8192,0,0,0,-10.309,-10.107,-9.693,-0.202,4.000,repro/stage233_set_4_5_2048_r4_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863034.log
4,6863035,Pass,8192,0,0,0,-10.312,-10.169,-9.805,-0.143,4.000,repro/stage233_set_4_5_2048_r4_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863035.log
4,6863036,Pass,8192,0,0,0,-10.239,-10.160,-9.741,-0.079,4.000,repro/stage233_set_4_5_2048_r4_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863036.log
4,6863037,Pass,8192,0,0,0,-9.973,-9.945,-9.681,-0.028,4.000,repro/stage233_set_4_5_2048_r4_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863037.log
4,6863038,Pass,8192,0,0,0,-10.242,-10.057,-9.553,-0.185,4.000,repro/stage233_set_4_5_2048_r4_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863038.log
4,6863039,Pass,8192,0,0,0,-9.460,-9.524,-8.879,0.064,4.000,repro/stage233_set_4_5_2048_r4_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863039.log
4,6863040,Pass,8192,0,0,0,-10.278,-10.057,-9.666,-0.220,4.000,repro/stage233_set_4_5_2048_r4_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863040.log
4,6863041,Pass,8192,0,0,0,-10.248,-10.233,-9.745,-0.015,4.000,repro/stage233_set_4_5_2048_r4_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863041.log
4,6863042,Pass,8192,0,0,0,-9.802,-9.928,-9.330,0.126,4.000,repro/stage233_set_4_5_2048_r4_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863042.log
4,6863043,Pass,8192,0,0,0,-9.988,-10.323,-9.699,0.335,4.000,repro/stage233_set_4_5_2048_r4_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863043.log
4,6863044,Pass,8192,0,0,0,-10.148,-10.025,-9.643,-0.123,4.000,repro/stage233_set_4_5_2048_r4_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863044.log
