path,exists,sha256,bytes
docs/stage168_native_counter_frontier.md,yes,0b941eb6fa904d7b940a8a3bd5b175b197fa50961122a40d516fcc46670b2aec,7158
experiments/stage168_native_counter_frontier_plan.md,yes,2abffeb29b33b2c4ebbd9bfa40a3cc8a8eebb0159eccbf0621f16b8895ae8666,632
theory_checks/stage168_counter_frontier_scope.md,yes,cda62a6390d87531535848c0ff563d44b0d5f0606dd06b7f91e8717bf214031a,683
algorithm_variants/mat_rlwe_sab_native_counter_frontier.md,yes,d6bd769a60266d717507cdca5cb34146437f82e09689e58ff2f9e048ea310ac0,551
repro/stage168_native_counter_frontier/summary.csv,yes,7f3cb816ba8c3fad4864941a507b3bac4b22f8921eb794bf722cdbefb142fd12,1092
repro/stage168_native_counter_frontier/evidence_inputs.csv,yes,f84a5c285e97e0547eb8ae6871f15a8a88eab4c6194cefa1c97046bff72ccc73,750
repro/stage168_native_counter_frontier/derived_counter_ratios.csv,yes,d6d20186f693cefa5d1520e5e01dfc98e6a47b7ca7d6e48e26e7f6b9d2b44577,1164
repro/stage168_native_counter_frontier/claim_policy.csv,yes,4025f2ad995c56547349fa8768bc516415f69c4a855249228ceeb6bd1c9d85da,1370
repro/stage168_native_counter_frontier/next_stage_queue.csv,yes,51512c77dce41e7fab2648baf7d307f4f684b28bcf976dc5f0dde8a0f4ef27c2,1455
scripts/build_stage168_native_counter_frontier.py,yes,eb994c66b1ced969c277c5d4a0db82ee313cbe7551f48712f3fa12d5e2a64a20,24598
