path,exists,sha256,bytes
docs/stage216_post_counter_frontier.md,yes,7d07cf5b90817a32d86a5904647a563ab5786d2636e4d13d16d8bdf00990b898,8695
experiments/stage216_post_counter_frontier_plan.md,yes,463a765b400e0134e573ae5e2bd431a515eb545e28f934a5fbe0f49ff1de1c0e,519
theory_checks/stage216_research_loop_frontier_model.md,yes,18a2684e44c3847660080d02e3222ac60d0a8863f0f5c44741b87593ae56840f,755
algorithm_variants/mat_rlwe_sab_stage216_post_counter_frontier.md,yes,f03a5e40d999bf1aa0e193634f2eefc22a64ab0ff48558d5acc76645b4a4238f,510
repro/stage216_post_counter_frontier/input_status.csv,yes,3c29f564d2c7563b54daee466468637dbcb5b7e6906cd2faa92118e2ebfb933b,1245
repro/stage216_post_counter_frontier/metric_snapshot.csv,yes,24d50a0b2aabf8f70e01c6a6aef4b1d7a24f2097b662bd83ef7395e3ac98573f,1288
repro/stage216_post_counter_frontier/mechanism_frontier.csv,yes,4972dc2e77193c822ea37043f3ba489aaa2ca905090b843de71ccc960630e471,2253
repro/stage216_post_counter_frontier/proof_gate.csv,yes,3397da4f1e44a645bd9ef6d8af095ce70e36eec30eb07c170f66cc8571776f79,1208
repro/stage216_post_counter_frontier/next_stage_queue.csv,yes,47d1fea11fcf035ca1a35c00fb0220ad80994e4fd73873af38bf997720c885aa,1174
repro/stage216_post_counter_frontier/post_counter_frontier_report.md,yes,7d07cf5b90817a32d86a5904647a563ab5786d2636e4d13d16d8bdf00990b898,8695
repro/stage216_post_counter_frontier/reproduction_commands.md,yes,478c0e93b109dd9d3eb75a7a917bb22dc5daad2144a16087737e823d2a4032d1,253
scripts/build_stage216_post_counter_frontier.py,yes,b93f004b1a54e2fcd45817817552cde8023ef3dad6ee07a46a5571db4d4b03b4,25834
