r,seed,status,points,pvw_failures,scalar_failures,pair_failures,pvw_log2_sigma_torus,scalar_log2_sigma_torus,pair_log2_sigma_torus,pvw_minus_scalar_log2,max_allowed_log2_gap,source_log
4,6863025,Pass,16384,0,0,0,-7.589,-7.870,-7.183,0.280,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863025.log
4,6863026,Pass,16384,0,0,0,-7.729,-7.612,-7.256,-0.117,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863026.log
4,6863027,Pass,16384,0,0,0,-7.559,-7.651,-7.077,0.092,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863027.log
4,6863028,Pass,16384,0,0,0,-7.835,-7.535,-7.139,-0.299,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863028.log
4,6863029,Pass,16384,0,0,0,-7.290,-7.704,-7.121,0.414,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863029.log
4,6863030,Pass,16384,0,0,0,-7.803,-7.746,-7.292,-0.057,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863030.log
4,6863031,Pass,16384,0,0,0,-7.561,-7.710,-7.198,0.150,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863031.log
4,6863032,Pass,16384,0,0,0,-7.706,-7.860,-7.295,0.154,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863032.log
4,6863033,Pass,16384,0,0,0,-7.937,-7.838,-7.452,-0.099,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863033.log
4,6863034,Pass,16384,0,0,0,-7.649,-7.609,-7.222,-0.041,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863034.log
4,6863035,Pass,16384,0,0,0,-7.223,-7.807,-6.859,0.584,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863035.log
4,6863036,Pass,16384,0,0,0,-7.653,-7.767,-7.130,0.114,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863036.log
4,6863037,Pass,16384,0,0,0,-7.871,-7.601,-7.215,-0.270,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863037.log
4,6863038,Pass,16384,0,0,0,-7.740,-7.627,-7.061,-0.113,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863038.log
4,6863039,Pass,16384,0,0,0,-7.938,-7.898,-7.432,-0.040,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863039.log
4,6863040,Pass,16384,0,0,0,-7.636,-7.685,-7.218,0.049,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863040.log
4,6863041,Pass,16384,0,0,0,-7.695,-7.630,-7.052,-0.065,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863041.log
4,6863042,Pass,16384,0,0,0,-8.001,-7.748,-7.270,-0.253,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863042.log
4,6863043,Pass,16384,0,0,0,-7.837,-7.771,-7.309,-0.066,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863043.log
4,6863044,Pass,16384,0,0,0,-7.640,-7.815,-7.246,0.175,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_2_3_4096_r4_seeds20/r4/seed_6863044.log
