path,exists,sha256,bytes
docs/stage230_source_verified_literature_novelty_audit.md,yes,8d4148974895fbf4acc8bd59d6b39e9885810b5a7c436ac519eac62d99fa0814,12898
experiments/stage230_source_verified_literature_novelty_audit_plan.md,yes,e5b6fafc727b2b62eef0775bb5a5fe932b72600486115db2bf87504cdf7eeca5,570
theory_checks/stage230_novelty_claim_model.md,yes,6b558806d5fd80aad2c13d4df81cbdb13ffeeb9215c07e254176759d17bdc9e3,789
algorithm_variants/mat_rlwe_sab_stage230_literature_boundary.md,yes,8fe9462f9914e6bf02cf8482d5125319329d77f464b11cae2a641977975e780c,597
repro/stage230_source_verified_literature_novelty_audit/input_status.csv,yes,976284bc006f225af7c9102adaf81d927d693ef706afe2b5ef946c0cc213c3b3,978
repro/stage230_source_verified_literature_novelty_audit/search_queries.csv,yes,621639fca1224ad79c85a98ddc547dfa68e901581b4bd7fd9241225a7d4232ba,1049
repro/stage230_source_verified_literature_novelty_audit/source_verification_refresh.csv,yes,188547a11304597ddf4dab37b1e9509c40df2a38f95da5919ae9718ee606b7a9,3734
repro/stage230_source_verified_literature_novelty_audit/related_work_axes.csv,yes,8291fc2df770c86e99af6026ca0d215643be09322b3f06f8d95d14c44681ba82,1021
repro/stage230_source_verified_literature_novelty_audit/novelty_risk_map.csv,yes,56adef9c9809fb889cdf93e7e2ab7e48227e7f1b7abe198f34452afe605fbb4c,1469
repro/stage230_source_verified_literature_novelty_audit/claim_policy.csv,yes,e5388cf19a5856fee5aaebdc94719fe4943b0a37869fbfc64e4fc2a411f4b4d2,824
repro/stage230_source_verified_literature_novelty_audit/proof_gate.csv,yes,31d91085de5aa8283c3677849fe0fb1b6905bd358e67dd2e844ec85a75388a22,1187
repro/stage230_source_verified_literature_novelty_audit/next_stage_queue.csv,yes,b082bd7a3fbbd608ad087105189575285c09fc27c4778189234138a1432f0675,1150
repro/stage230_source_verified_literature_novelty_audit/literature_novelty_report.md,yes,8d4148974895fbf4acc8bd59d6b39e9885810b5a7c436ac519eac62d99fa0814,12898
repro/stage230_source_verified_literature_novelty_audit/reproduction_commands.md,yes,d8b08380d54896c83d5947c92e48b7e1e455819b8d5b06b7f217ad12582bb4aa,520
scripts/build_stage230_source_verified_literature_novelty_audit.py,yes,fef27a0173d02ef3ea1aea802401ea91dd0c02a87a4b1ce5ffeda0fd077f303f,32861
