r,seed,status,points,pvw_failures,scalar_failures,pair_failures,pvw_log2_sigma_torus,scalar_log2_sigma_torus,pair_log2_sigma_torus,pvw_minus_scalar_log2,max_allowed_log2_gap,source_log
4,6863025,Pass,8192,0,0,0,-9.810,-9.870,-9.460,0.059,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863025.log
4,6863026,Pass,8192,0,0,0,-9.979,-9.979,-9.481,-0.001,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863026.log
4,6863027,Pass,8192,0,0,0,-10.256,-10.174,-9.720,-0.082,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863027.log
4,6863028,Pass,8192,0,0,0,-10.299,-10.115,-9.608,-0.183,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863028.log
4,6863029,Pass,8192,0,0,0,-9.996,-9.961,-9.334,-0.035,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863029.log
4,6863030,Pass,8192,0,0,0,-10.215,-10.150,-9.677,-0.064,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863030.log
4,6863031,Pass,8192,0,0,0,-10.375,-10.134,-9.739,-0.242,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863031.log
4,6863032,Pass,8192,0,0,0,-9.969,-9.885,-9.325,-0.084,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863032.log
4,6863033,Pass,8192,0,0,0,-10.284,-9.806,-9.595,-0.478,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863033.log
4,6863034,Pass,8192,0,0,0,-10.316,-10.107,-9.701,-0.209,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863034.log
4,6863035,Pass,8192,0,0,0,-10.291,-10.169,-9.775,-0.122,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863035.log
4,6863036,Pass,8192,0,0,0,-10.233,-10.160,-9.763,-0.073,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863036.log
4,6863037,Pass,8192,0,0,0,-9.955,-9.945,-9.688,-0.009,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863037.log
4,6863038,Pass,8192,0,0,0,-10.256,-10.057,-9.583,-0.199,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863038.log
4,6863039,Pass,8192,0,0,0,-9.476,-9.524,-8.881,0.048,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863039.log
4,6863040,Pass,8192,0,0,0,-10.270,-10.057,-9.654,-0.213,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863040.log
4,6863041,Pass,8192,0,0,0,-10.242,-10.233,-9.746,-0.009,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863041.log
4,6863042,Pass,8192,0,0,0,-9.789,-9.928,-9.319,0.139,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863042.log
4,6863043,Pass,8192,0,0,0,-9.958,-10.323,-9.673,0.365,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863043.log
4,6863044,Pass,8192,0,0,0,-10.180,-10.025,-9.666,-0.155,4.000,repro/stage36_added_params_runs10_seeds20/noise_SET_4_5_2048_r4_seeds20/r4/seed_6863044.log
