r,seed,status,points,pvw_failures,scalar_failures,pair_failures,pvw_log2_sigma_torus,scalar_log2_sigma_torus,pair_log2_sigma_torus,pvw_minus_scalar_log2,max_allowed_log2_gap,source_log
2,6863025,Pass,4096,0,0,0,-10.335,-10.159,-9.683,-0.176,4.000,repro/stage234_set_4_5_2048_r2_runs10_seeds20/noise_SET_4_5_2048_r2_seeds20/r2/seed_6863025.log
2,6863026,Pass,4096,0,0,0,-10.050,-9.886,-9.406,-0.164,4.000,repro/stage234_set_4_5_2048_r2_runs10_seeds20/noise_SET_4_5_2048_r2_seeds20/r2/seed_6863026.log
2,6863027,Pass,4096,0,0,0,-9.633,-10.103,-9.174,0.470,4.000,repro/stage234_set_4_5_2048_r2_runs10_seeds20/noise_SET_4_5_2048_r2_seeds20/r2/seed_6863027.log
2,6863028,Pass,4096,0,0,0,-9.728,-9.929,-9.303,0.201,4.000,repro/stage234_set_4_5_2048_r2_runs10_seeds20/noise_SET_4_5_2048_r2_seeds20/r2/seed_6863028.log
2,6863029,Pass,4096,0,0,0,-10.029,-9.834,-9.306,-0.195,4.000,repro/stage234_set_4_5_2048_r2_runs10_seeds20/noise_SET_4_5_2048_r2_seeds20/r2/seed_6863029.log
2,6863030,Pass,4096,0,0,0,-9.863,-9.858,-9.842,-0.005,4.000,repro/stage234_set_4_5_2048_r2_runs10_seeds20/noise_SET_4_5_2048_r2_seeds20/r2/seed_6863030.log
2,6863031,Pass,4096,0,0,0,-9.974,-10.216,-9.586,0.242,4.000,repro/stage234_set_4_5_2048_r2_runs10_seeds20/noise_SET_4_5_2048_r2_seeds20/r2/seed_6863031.log
2,6863032,Pass,4096,0,0,0,-10.361,-10.101,-9.660,-0.261,4.000,repro/stage234_set_4_5_2048_r2_runs10_seeds20/noise_SET_4_5_2048_r2_seeds20/r2/seed_6863032.log
2,6863033,Pass,4096,0,0,0,-10.282,-10.088,-9.619,-0.194,4.000,repro/stage234_set_4_5_2048_r2_runs10_seeds20/noise_SET_4_5_2048_r2_seeds20/r2/seed_6863033.log
2,6863034,Pass,4096,0,0,0,-10.014,-10.002,-9.711,-0.012,4.000,repro/stage234_set_4_5_2048_r2_runs10_seeds20/noise_SET_4_5_2048_r2_seeds20/r2/seed_6863034.log
2,6863035,Pass,4096,0,0,0,-9.992,-9.949,-9.386,-0.044,4.000,repro/stage234_set_4_5_2048_r2_runs10_seeds20/noise_SET_4_5_2048_r2_seeds20/r2/seed_6863035.log
2,6863036,Pass,4096,0,0,0,-9.759,-9.895,-9.236,0.136,4.000,repro/stage234_set_4_5_2048_r2_runs10_seeds20/noise_SET_4_5_2048_r2_seeds20/r2/seed_6863036.log
2,6863037,Pass,4096,0,0,0,-9.979,-10.146,-9.468,0.166,4.000,repro/stage234_set_4_5_2048_r2_runs10_seeds20/noise_SET_4_5_2048_r2_seeds20/r2/seed_6863037.log
2,6863038,Pass,4096,0,0,0,-10.173,-9.945,-9.457,-0.228,4.000,repro/stage234_set_4_5_2048_r2_runs10_seeds20/noise_SET_4_5_2048_r2_seeds20/r2/seed_6863038.log
2,6863039,Pass,4096,0,0,0,-10.030,-10.125,-9.676,0.095,4.000,repro/stage234_set_4_5_2048_r2_runs10_seeds20/noise_SET_4_5_2048_r2_seeds20/r2/seed_6863039.log
2,6863040,Pass,4096,0,0,0,-10.041,-9.928,-9.572,-0.114,4.000,repro/stage234_set_4_5_2048_r2_runs10_seeds20/noise_SET_4_5_2048_r2_seeds20/r2/seed_6863040.log
2,6863041,Pass,4096,0,0,0,-10.342,-9.974,-9.614,-0.368,4.000,repro/stage234_set_4_5_2048_r2_runs10_seeds20/noise_SET_4_5_2048_r2_seeds20/r2/seed_6863041.log
2,6863042,Pass,4096,0,0,0,-10.337,-10.008,-9.653,-0.329,4.000,repro/stage234_set_4_5_2048_r2_runs10_seeds20/noise_SET_4_5_2048_r2_seeds20/r2/seed_6863042.log
2,6863043,Pass,4096,0,0,0,-9.868,-9.960,-9.645,0.092,4.000,repro/stage234_set_4_5_2048_r2_runs10_seeds20/noise_SET_4_5_2048_r2_seeds20/r2/seed_6863043.log
2,6863044,Pass,4096,0,0,0,-10.167,-9.943,-9.332,-0.224,4.000,repro/stage234_set_4_5_2048_r2_runs10_seeds20/noise_SET_4_5_2048_r2_seeds20/r2/seed_6863044.log
