command: stdbuf -o0 /mnt/d/codexprograms/whFast-Amortized-Bootstrapping/Fast-Amortized-Bootstrapping/repro/stage212_multirow_fft_api_probe/stage212_multirow_fft_api_probe
returncode: 0
--- stdout ---
CORRECT212,3,multirow_interleaved_scratch,0,0,PASS
CORRECT212,3,multirow_two_phase_scratch,0,0,PASS
BENCH212,3,current_execute_loop,0,2048,128,8,14434426,14.096119141,4.698706380,6940167074902060052,PASS
BENCH212,3,multirow_interleaved_scratch,0,2048,128,8,10866186,10.611509766,3.537169922,6940167074902060052,PASS
BENCH212,3,multirow_two_phase_scratch,0,2048,128,8,11295720,11.030976562,3.676992187,6940167074902060052,PASS
BENCH212,3,current_execute_loop,1,2048,128,8,12205229,11.919168945,3.973056315,6940167074902060052,PASS
BENCH212,3,multirow_interleaved_scratch,1,2048,128,8,11086762,10.826916016,3.608972005,6940167074902060052,PASS
BENCH212,3,multirow_two_phase_scratch,1,2048,128,8,11258186,10.994322266,3.664774089,6940167074902060052,PASS
BENCH212,3,current_execute_loop,2,2048,128,8,12449196,12.157417969,4.052472656,6940167074902060052,PASS
BENCH212,3,multirow_interleaved_scratch,2,2048,128,8,9737969,9.509735352,3.169911784,6940167074902060052,PASS
BENCH212,3,multirow_two_phase_scratch,2,2048,128,8,9877730,9.646220703,3.215406901,6940167074902060052,PASS
BENCH212,3,current_execute_loop,3,2048,128,8,10245411,10.005284180,3.335094727,6940167074902060052,PASS
BENCH212,3,multirow_interleaved_scratch,3,2048,128,8,9496557,9.273981445,3.091327148,6940167074902060052,PASS
BENCH212,3,multirow_two_phase_scratch,3,2048,128,8,11326548,11.061082031,3.687027344,6940167074902060052,PASS
BENCH212,3,current_execute_loop,4,2048,128,8,11872971,11.594698242,3.864899414,6940167074902060052,PASS
BENCH212,3,multirow_interleaved_scratch,4,2048,128,8,11699568,11.425359375,3.808453125,6940167074902060052,PASS
BENCH212,3,multirow_two_phase_scratch,4,2048,128,8,13642563,13.322815430,4.440938477,6940167074902060052,PASS
