path,exists,sha256,bytes
docs/stage169_cb5_native_repeated_r6_gate.md,yes,f072c5226d897e819d1acd47f61345f90bebdca72b3ddaeb5c1a12fea77fe9c7,4518
experiments/stage169_cb5_native_repeated_r6_gate_plan.md,yes,832a1222c40eedf894dd3438c00e3df514461335ad12b0da293079801f883be7,552
theory_checks/stage169_native_repeated_stats_scope.md,yes,59c7116cb7599bc35d747b16e466a55bcfa9b9272b89ba08d431b64ff6908ec8,453
algorithm_variants/mat_rlwe_sab_native_repeated_r6.md,yes,f37d172a87922887c0b3a643906b6d44c616a9080d7fcd0faa8020b922cfaf80,504
repro/stage169_cb5_native_repeated_r6_gate/summary.csv,yes,3e183d56d1f68ad197b2ca9227420cde49449f538d5b84f01f1c51e63462773c,1592
repro/stage169_cb5_native_repeated_r6_gate/run_results.csv,yes,ecf14fd3ed37e39cae37cbae5b15fc52caf30f5df285eef4b8948629e45a9213,507
repro/stage169_cb5_native_repeated_r6_gate/aggregate.csv,yes,55a4ba01444ee10214db2a66a07f0371d19be9f6e79d31f3c59fc66f5f98f686,811
repro/stage169_cb5_native_repeated_r6_gate/remote_environment.csv,yes,303c5b0c03bf0a92cca78d3de3a65afa87504c457d406c6d0921cd40e6fa6b09,789
repro/stage169_cb5_native_repeated_r6_gate/sync.log,yes,cdd9b335c3899bf170dbb3426a45f0c7c94a1eddf1c719529915ad50dce4f78f,713
repro/stage169_cb5_native_repeated_r6_gate/remote_environment.log,yes,81cbef6e0ec517fa61cb73c5fa7b388cd3c27b039071eff5ad968dcbd307cffa,4305
repro/stage169_cb5_native_repeated_r6_gate/build.log,yes,e3b6163c003baa369107a479f423d51ef07207c14c4dc3c0dded9b4cb6d90638,13022
repro/stage169_cb5_native_repeated_r6_gate/cleanup.log,yes,60240443754d7c3b6d042e609f801f978a05953cdff1a13a1cc8dfd022dd7e7e,394
scripts/build_stage169_cb5_native_repeated_r6_gate.py,yes,2b01d0e376eeb445b7e3c6554a1e3bbd83c1a2cc7e0230e561b205ba53b0a02a,24464
repro/stage169_cb5_native_repeated_r6_gate/run_1.log,yes,7a390773b81320fce5944ee2429ad8b74cead0a9263d974d6e419fa2fdb910a9,802
repro/stage169_cb5_native_repeated_r6_gate/run_2.log,yes,67ab8cc42caadbf92043edc1432b9fe4114a099440626418e28a9b33b53c04bc,802
repro/stage169_cb5_native_repeated_r6_gate/run_3.log,yes,efeb3b10e39970c5ee4d7a1b7232ecb9401c66adc94a3d05704b2b3519533660,802
