path,exists,sha256,bytes
docs/stage222_isolated_compact_ep_integration.md,yes,0d98da4f6e3d14ccbf6c886ec80d75a876448739a84fbfa07637973641a4c54f,6566
experiments/stage222_isolated_compact_ep_integration_plan.md,yes,b0763bbd5fdabbd4ac32d8352fa53766d1c5783ae34cb6bc3d7536fe36835e8c,385
theory_checks/stage222_isolated_compact_ep_integration_model.md,yes,b0afb12d040da4e8d3688fd45189bfc5a4925ca8b0905dd5b8252c3046d8dd52,579
algorithm_variants/mat_rlwe_sab_stage222_isolated_compact_ep.md,yes,57e1405dcf4f9bf19cded775ca373fe438631e0cf83e541b886a121679581763,385
repro/stage222_isolated_compact_ep_integration/input_status.csv,yes,56b8c545d9354a0b6c4922194eaed0673005e39f694ae0fbeed3e94d9b0d4415,814
repro/stage222_isolated_compact_ep_integration/api_results.csv,yes,36e18f0c76b5f95bc8491a16f709aef6286751d88cbc4709879c1024010c7858,1593
repro/stage222_isolated_compact_ep_integration/expressiveness_results.csv,yes,c6b60c73e64ec2fd0859e33e33525651e6404d21967e621961e0e6310477fe6c,717
repro/stage222_isolated_compact_ep_integration/proof_gate.csv,yes,6e08a0820bcf4d0d09499ae2553bb186e93fff1c2ad0da322e2bd019fc64bbbe,1743
repro/stage222_isolated_compact_ep_integration/next_stage_queue.csv,yes,6df0519536477125cc8cc6f2fecfc626fd2d5bfec8f4fe1ac7fb3abd635e6447,913
repro/stage222_isolated_compact_ep_integration/mosfhet_static_build.log,yes,9d4be9234b06418f7ca576d7213f96a2d5559bbf4ef883f3e3c261adf40597ad,691
repro/stage222_isolated_compact_ep_integration/compile_probe.log,yes,b92868b80c24ee75d328efeaa5f2a32d052c8650a889f0a06edcbd267b60c1f7,201
repro/stage222_isolated_compact_ep_integration/run_probe.log,yes,66cebfb418bf2b987852824786533d2af36ae69fd414c598e288abaa6a97c898,1458
repro/stage222_isolated_compact_ep_integration/stage222_isolated_compact_ep_integration.c,yes,89a8e1befec5af74c7594f0098b1389398cbaf238485d7570934d25414ef6870,7150
repro/stage222_isolated_compact_ep_integration/isolated_compact_ep_integration_report.md,yes,0d98da4f6e3d14ccbf6c886ec80d75a876448739a84fbfa07637973641a4c54f,6566
repro/stage222_isolated_compact_ep_integration/reproduction_commands.md,yes,3f463246f536cddf5bec87151a49976a4d245db3cf6f4806df7175f67a34cb41,352
scripts/build_stage222_isolated_compact_ep_integration.py,yes,a2d69e08faa3728e75fdf8552649176056d2d45728da795c2844388767fcd97b,30321
