path,exists,sha256,bytes
docs/stage227_exact_route_claim_boundary_update.md,yes,633d49f386c7cfc7d40da5b0c325c0dd01b9ef90e71df49f22e2effbbc28f663,9154
experiments/stage227_exact_route_claim_boundary_update_plan.md,yes,aebe0a229982c6308910292c2c5d2d8dcdaa8eba0ee9f2ff5c24de5886606565,312
theory_checks/stage227_claim_boundary_model.md,yes,c7061b7c1b5287c13ef8ccc1aac5c1dedc2a223fcf3d0a7557ea954742466ff2,491
algorithm_variants/mat_rlwe_sab_stage227_claim_boundary.md,yes,e5a556343caffc1c3b602f8b19ce740525d77fae7e9d045f68103a4704482bd1,263
repro/stage227_exact_route_claim_boundary_update/input_status.csv,yes,2585a54dfbe1cc4ef4e6ad370958c195701ca88ac3efbee0b8b1ed803b872bf3,967
repro/stage227_exact_route_claim_boundary_update/metric_ledger.csv,yes,83147ff64f470105091feb36c8dfb9f906f22b305cf7653fb81871aee71758d7,2565
repro/stage227_exact_route_claim_boundary_update/claim_matrix.csv,yes,7a375ecd7bdec7b6d8d541f43ccb6f8368e9f28d56c50e7f699199adc856f016,2129
repro/stage227_exact_route_claim_boundary_update/proof_gate.csv,yes,17b1a7704f321cc0c49c609840c8192586937facd393568ce3953a37c748d66b,1368
repro/stage227_exact_route_claim_boundary_update/next_stage_queue.csv,yes,6a8cf4e80d48524a9f6810c081df73c16b9639f70eb9de7f85ab61ee79343116,962
repro/stage227_exact_route_claim_boundary_update/claim_boundary_report.md,yes,633d49f386c7cfc7d40da5b0c325c0dd01b9ef90e71df49f22e2effbbc28f663,9154
repro/stage227_exact_route_claim_boundary_update/reproduction_commands.md,yes,1f416ae6dabd52e4c2f063715df64c9648673c08094c998f42856b3e12b25119,273
scripts/build_stage227_exact_route_claim_boundary_update.py,yes,18e6b800169c51d21b6b3b68ab10ca976f2cc1935c0c5a28a6f829c1fce5e092,25310
