path,exists,sha256,bytes
docs/stage177_verified_literature_novelty_gate.md,yes,e9bf11456b04efe86b15a9623e6e5085cee2070b4ebbb5f40337056841982ec8,13445
experiments/stage177_verified_literature_novelty_gate_plan.md,yes,daa287954b270d76a1498165aa52163f2bd157a80c4bd1e9410f21a46c5fb9c7,651
theory_checks/stage177_literature_novelty_model.md,yes,d0439e06c71227426c8dee795255cee67294852aab53c459792c7c44e8bb520c,765
algorithm_variants/mat_rlwe_sab_literature_claim_boundary.md,yes,b391b20f941ed72f07ebe9c71f9e2584fe914c517ed3355bb4e635e6c42067c7,558
repro/stage177_verified_literature_novelty_gate/summary.csv,yes,8859f3b5c553b7ec136dc744eb2e8435c6d2f28fe68c1c82d85671996e718603,1866
repro/stage177_verified_literature_novelty_gate/search_queries.csv,yes,5c2345ef8ab990e4f7e095c7f49ac83c38239ca66ea8d6781746ddf92d4f6aa1,1290
repro/stage177_verified_literature_novelty_gate/literature_matrix.csv,yes,2b9fd4e5fad654428447242ca05920f2109753185dfa120b02c293871f3a4fed,5493
repro/stage177_verified_literature_novelty_gate/novelty_risk.csv,yes,0de11b1690e4eaecbcfa7d2da07c7dbe1e288bfa25ead9e1519b1acaa47374c1,1449
repro/stage177_verified_literature_novelty_gate/citation_support.csv,yes,d1881891ec306db9d98e8a6c31cb012fff3605911bc57874f729530da76b23e1,616
repro/stage177_verified_literature_novelty_gate/claim_policy.csv,yes,9ba20be97697a020d670293d0d70542d26ec2647bc76c50eedca22b28bd8d664,676
repro/stage177_verified_literature_novelty_gate/next_stage_queue.csv,yes,05fae322bd70a7be87574cdb436347e9dd1afa5d9b0ee1db02205332e36bd8ae,915
scripts/build_stage177_verified_literature_novelty_gate.py,yes,5cf6f371d5f60dbc065ef025dc3c6132025f2b0ae35e9bd808dd73d384c83b90,32741
