path,exists,sha256,bytes
docs/stage203_production_selector_equation_probe.md,yes,fae9d9a51487e698b48c3a533d34d279ec6299dd6eba42dc8a4f45da8d6a1915,6406
experiments/stage203_production_selector_equation_probe_plan.md,yes,9bc09a876bab27d761f3c470fac6fcdbbf868531729ff3509aeccac3556fc02b,441
theory_checks/stage203_production_selector_equation_model.md,yes,e334274146419be300071f0c99e243024780bd8dc52be840d3e7274746c22ccd,577
algorithm_variants/mat_rlwe_sab_production_selector_equation_probe.md,yes,1a7b6d897bd2055e9911094e3ddf5fb58ca8bba3fb43318c9e1fd8bcca1e3dab,392
repro/stage203_production_selector_equation_probe/production_selector_equation_report.md,yes,67ddea96f62ecebc939fede27782e36d088f5353b9d50cfccde74a30c1d3cc7b,6692
repro/stage203_production_selector_equation_probe/reproduction_commands.md,yes,90944f27c25480ed55a0a48657b3fa311985b5c643d1e25744914765e7eb4ae5,525
repro/stage203_production_selector_equation_probe/summary.csv,yes,016860ed8fba16c8daf4ff6230658a6467938494153c7f584d52388874bc14d7,1452
repro/stage203_production_selector_equation_probe/assumptions.csv,yes,db9bd20de2bd4ece5f1a809b7461ebf21d8e45b08c5d4753fed7f7ca0db1613c,978
repro/stage203_production_selector_equation_probe/equation_map.csv,yes,5c146ee16c6c6cc2dac542e8c8ac4af74cd8bd017844929683190d5bdd2ab574,3693
repro/stage203_production_selector_equation_probe/phase_noise_probe.csv,yes,437257133bae2bf3d967a5e8c676ad0574c61e774ff41d275b31969b9b11421d,13619
repro/stage203_production_selector_equation_probe/negative_controls.csv,yes,073b1b65e8c38ff298826a8732ff9fca68bed706b1660779dfccd5fe8341b662,381
repro/stage203_production_selector_equation_probe/resource_projection.csv,yes,778b2665f35284707dd1bdf5cd3cc2638e96f35b3c495d217b763bf24e0277ed,823
repro/stage203_production_selector_equation_probe/proof_gate.csv,yes,431f46f75fe2db3fa274ce56e944b2768d76ddde655b4300b341246638ebf1b9,926
repro/stage203_production_selector_equation_probe/next_stage_queue.csv,yes,700b58019737dd558f754169cf6e63a5e7fa7c163bf23150f7dc968b8ca8bcbe,859
scripts/build_stage203_production_selector_equation_probe.py,yes,410848ff415740a9aace68d9b8fd0f2faf2d23b8c7ca3b962d913a0ed6f33b7d,32890
