path,exists,sha256,bytes
docs/stage214_frontier_native_counter_handoff.md,yes,903e98537fdd0bf84c5c418871b193b03a4d8fa36240924e9fb5d7c7c8f5f2b4,6736
experiments/stage214_frontier_native_counter_handoff_plan.md,yes,be35f9ab1c11b2b090b1061574a0f4c96d03442f2ab2ffc4e57f841290b6bdbe,258
theory_checks/stage214_frontier_counter_scope.md,yes,efb2b69af4ddd70ce724fbc9409e5cb179a81db1292fe645795e494006e7118e,261
algorithm_variants/mat_rlwe_sab_stage214_frontier_native_counter_handoff.md,yes,c5c5123dbcb8ac05621c233c0394e5c88553629a323b8dd2bdac50070c61cc81,197
repro/stage214_frontier_native_counter_handoff/route_ledger.csv,yes,7fa70925b70455a3dffeff383086132402221b025121289e69e83352bc50b08b,2303
repro/stage214_frontier_native_counter_handoff/access_probe.csv,yes,9d0118df2bca39936577725225d5c025e1325f80cf2080da7129f6e74c4bec8c,296
repro/stage214_frontier_native_counter_handoff/native_counter_plan.csv,yes,91529c4d30e1e2e218bec6f3b7d6489b14cb843170b62002ae4ddad3f6da5911,808
repro/stage214_frontier_native_counter_handoff/proof_gate.csv,yes,f92204603b4b1523b1f1ac74075ad5d67fb9d3ee4cd0bd3a8a401387a6313d9a,1314
repro/stage214_frontier_native_counter_handoff/next_stage_queue.csv,yes,259bb9acbe52bb8b90b239e44f64776afed886b6d7c454b0f1dcf7029554772d,838
repro/stage214_frontier_native_counter_handoff/frontier_native_counter_handoff_report.md,yes,903e98537fdd0bf84c5c418871b193b03a4d8fa36240924e9fb5d7c7c8f5f2b4,6736
repro/stage214_frontier_native_counter_handoff/run_native_stage214_counters.sh,yes,53d5058690e4b3a1cc36bc02084d34feb385807b0cb94fbe08e792160a6e0781,2024
repro/stage214_frontier_native_counter_handoff/ssh_handoff_commands.md,yes,059f48dfee0fdf87e9dac7013473b2ed247101a853857e16505a80bb201b1fbc,748
repro/stage214_frontier_native_counter_handoff/reproduction_commands.md,yes,754451c0bdc5a27efe2446560ca16e893ba77798734ab417807ee5a334cc8892,196
scripts/build_stage214_frontier_native_counter_handoff.py,yes,e5146fc2084efc4a0f254503cbbd3186148355f9f6d6bb0138f09da93cfa190d,25646
